,Id,Target
19291,39227_460_C8_2,25 7
19292,39227_460_C8_4,25 7
19293,39227_465_C8_1,25 7
19294,39227_465_C8_3,25 7
19295,39227_467_C8_1,25 7
19296,39227_467_C8_2,25 7
19297,43625_748_A1_1,25 7
19298,43625_748_A1_3,25 7
19299,43625_896_A1_1,25 7
19300,43625_896_A1_2,25 7
19301,43625_728_A1_1,25 7
19302,43625_728_A1_2,25 7
19303,43625_697_G3_5,25 7
19304,43625_697_G3_6,25 7
19305,38716_1112_G2_1,0
19306,38716_1112_G2_2,0
19307,38716_1509_H2_1,0
19308,38716_1509_H2_3,0
19309,38716_1116_G2_1,0
19310,38716_1116_G2_2,0
19311,38040_423_E1_1,25
19312,38040_423_E1_2,25
19313,38040_422_E1_1,25
19314,38040_422_E1_2,25
19315,38040_426_E1_1,25
19316,38040_426_E1_2,25
19317,63802_1192_E1_1,25
19318,63802_1192_E1_2,25
19319,63802_1152_C3_2,25
19320,63802_1152_C3_3,25
19321,63802_1156_C3_1,25
19322,63802_1156_C3_2,25
19323,39632_413_F9_1,25 0
19324,39632_413_F9_2,25 0
19325,39632_417_F9_1,25 0
19326,39632_417_F9_2,25 0
19327,39632_420_F9_1,25 0
19328,39632_420_F9_2,25 0
19329,58597_975_F2_1,25 0
19330,58597_975_F2_2,25 0
19331,58597_980_F2_2,25 0
19332,58597_980_F2_3,25 0
19333,58597_976_F2_5,25 0
19334,58597_976_F2_6,25 0
19335,39620_1135_A3_1,23
19336,39620_1135_A3_2,23
19337,39620_1216_D5_3,23
19338,39620_1216_D5_4,23
19339,39620_1101_A3_1,23
19340,39620_1101_A3_2,23
19341,17183_623_G4_1,25 0 21
19342,17183_623_G4_2,25 0 21
19343,17183_627_G4_1,25 0 21
19344,17183_627_G4_2,25 0 21
19345,38467_836_D12_1,25 0 21
19346,38467_836_D12_2,25 0 21
19347,38467_807_C6_2,25 0 21
19348,38467_807_C6_3,25 0 21
19349,38467_846_C6_3,25 0 21
19350,38467_846_C6_4,25 0 21
19351,38467_684_B7_1,25 0 21
19352,38467_684_B7_2,25 0 21
19353,38468_836_F12_1,25 0 21
19354,38468_836_F12_2,25 0 21
19355,38468_1028_G8_1,25 0 21
19356,38468_1028_G8_2,25 0 21
19357,38468_802_G8_1,25 0 21
19358,38468_802_G8_5,25 0 21
19359,38468_687_B7_1,25 0 21
19360,38468_687_B7_2,25 0 21
19361,8835_42_D4_1,23
19362,8835_42_D4_2,23
19363,8835_41_D4_1,23
19364,8835_41_D4_2,23
19365,8835_43_D4_1,23
19366,8835_43_D4_2,23
19367,27802_1667_B12_1,0
19368,27802_1667_B12_3,0
19369,27802_1607_B12_2,0
19370,27802_1607_B12_6,0
19371,41117_475_G12_1,2
19372,41117_475_G12_2,2
19373,41117_479_G12_1,2
19374,41117_479_G12_2,2
19375,41117_477_G12_1,2
19376,41117_477_G12_2,2
19377,41540_571_C5_1,2
19378,41540_571_C5_2,2
19379,41540_542_C5_1,2
19380,41540_542_C5_2,2
19381,41540_544_C5_1,2
19382,41540_544_C5_2,2
19383,12448_638_C5_1,4
19384,12448_638_C5_2,4
19385,12448_637_C5_1,4
19386,12448_637_C5_2,4
19387,12448_636_C5_1,4
19388,12448_636_C5_2,4
19389,38051_813_H10_1,4
19390,38051_813_H10_2,4
19391,38051_1773_E3_3,4
19392,38051_1773_E3_7,4
19393,38051_754_H10_1,4
19394,38051_754_H10_2,4
19395,38051_681_B2_3,4
19396,38051_681_B2_4,4
19397,38051_si29_F1_1,4
19398,38051_si29_F1_4,4
19399,38051_si29_F1_12,4
19400,38051_si29_F1_18,4
19401,38051_si29_F3_1,4
19402,38051_si29_F3_2,4
19403,38051_si29_F3_11,4
19404,38051_si29_F3_13,4
19405,59070_1005_F1_1,4
19406,59070_1005_F1_2,4
19407,59070_1147_E10_1,4
19408,59070_1147_E10_2,4
19409,59070_1772_E8_4,4
19410,59070_1772_E8_6,4
19411,59070_si29_F4_1,4
19412,59070_si29_F4_2,4
19413,59070_si29_F4_10,4
19414,59070_si29_F4_16,4
19415,59070_si29_F6_1,4
19416,59070_si29_F6_2,4
19417,59070_si29_F6_8,4
19418,59070_si29_F6_18,4
19419,11785_89_B4_1,25 1
19420,11785_89_B4_2,25 1
19421,11785_90_B4_1,25 1
19422,11785_90_B4_2,25 1
19423,11785_88_B4_1,25 1
19424,11785_88_B4_2,25 1
19425,43396_473_D5_1,23
19426,43396_473_D5_2,23
19427,43396_470_D5_1,23
19428,43396_470_D5_2,23
19429,43396_468_D5_2,23
19430,43396_468_D5_3,23
19431,48233_871_H9_1,23
19432,48233_871_H9_2,23
19433,48233_749_B12_1,23
19434,48233_749_B12_2,23
19435,48233_735_B12_5,23
19436,48233_735_B12_6,23
19437,48233_693_C8_3,23
19438,48233_693_C8_5,23
19439,41040_472_F10_1,25
19440,41040_472_F10_2,25
19441,41040_476_F10_2,25
19442,41040_476_F10_3,25
19443,41040_469_F10_1,25
19444,41040_469_F10_2,25
19445,77030_1721_H2_17_cr57ea9ec7186c4,1
19446,77030_1721_H2_27_cr57ea9ed008705,1
19447,77030_1659_B3_2,1
19448,77030_1659_B3_3,1
19449,77030_1617_H2_1,1
19450,77030_1617_H2_2,1
19451,36596_441_D11_1,0
19452,36596_441_D11_2,0
19453,36596_432_D11_3,0
19454,36596_432_D11_4,0
19455,36596_430_D11_1,0
19456,36596_430_D11_2,0
19457,16930_134_G2_1,21
19458,16930_134_G2_2,21
19459,16930_135_G2_1,21
19460,16930_135_G2_2,21
19461,16930_133_G2_1,21
19462,16930_133_G2_2,21
19463,16930_si2_F1_1,21
19464,16930_si2_F1_2,21
19465,16930_si2_F3_1,21
19466,16930_si2_F3_4,21
19467,7991_75_B8_1,25
19468,7991_75_B8_2,25
19469,7991_76_B8_1,25
19470,7991_76_B8_2,25
19471,7991_74_B8_1,25
19472,7991_74_B8_2,25
19473,65365_1258_H7_1,22 2 0
19474,65365_1258_H7_2,22 2 0
19475,65365_1763_C3_2,22 2 0
19476,65365_1763_C3_5,22 2 0
19477,65365_1249_H7_2,22 2 0
19478,65365_1249_H7_5,22 2 0
19479,37606_471_H7_2,19 0
19480,37606_471_H7_3,19 0
19481,37606_412_H7_2,19 0
19482,37606_412_H7_3,19 0
19483,37606_419_H7_1,19 0
19484,37606_419_H7_2,19 0
19485,61504_1178_C5_2,19 0
19486,61504_1178_C5_4,19 0
19487,61504_1769_A5_31,19 0
19488,61504_1769_A5_32,19 0
19489,18133_175_C11_1,14 0
19490,18133_175_C11_2,14 0
19491,18133_176_C11_1,14 0
19492,18133_176_C11_2,14 0
19493,18133_174_C11_1,14 0
19494,18133_174_C11_2,14 0
19495,38381_540_C11_1,25 0
19496,38381_540_C11_2,25 0
19497,38381_537_C11_1,25 0
19498,38381_537_C11_2,25 0
19499,38381_553_C11_1,25 0
19500,38381_553_C11_2,25 0
19501,38399_440_C9_1,25 0
19502,38399_440_C9_3,25 0
19503,38399_433_C9_2,25 0
19504,38399_433_C9_3,25 0
19505,38399_428_C9_1,25 0
19506,38399_428_C9_2,25 0
19507,6773_11_A9_1,25
19508,6773_11_A9_2,25
19509,6773_10_A9_1,25
19510,6773_10_A9_2,25
19511,6773_15_A9_1,25
19512,6773_15_A9_2,25
19513,6773_si10_F4_1,25
19514,6773_si10_F4_3,25
19515,6773_si10_F6_2,25
19516,6773_si10_F6_4,25
19517,12955_136_H11_1,23
19518,12955_136_H11_2,23
19519,12955_99_H11_1,23
19520,12955_99_H11_2,23
19521,12955_97_H11_1,23
19522,12955_97_H11_2,23
19523,20661_618_G7_1,25 3
19524,20661_618_G7_2,25 3
19525,20661_614_G7_3,25 3
19526,20661_614_G7_4,25 3
19527,20661_611_G7_1,25 3
19528,20661_611_G7_2,25 3
19529,55035_893_E2_1,4
19530,55035_893_E2_2,4
19531,55035_1027_B6_3,4
19532,55035_1027_B6_4,4
19533,55035_895_E2_5,4
19534,55035_895_E2_6,4
19535,55035_908_E3_1,4
19536,55035_908_E3_2,4
19537,64010_1231_B12_1,4
19538,64010_1231_B12_2,4
19539,64010_1163_F2_2,4
19540,64010_1163_F2_6,4
19541,64010_1159_F2_3,4
19542,64010_1159_F2_4,4
19543,24201_972_G1_3,26 25
19544,24201_972_G1_4,26 25
19545,24201_955_G1_2,26 25
19546,24201_955_G1_3,26 25
19547,24201_942_G1_2,26 25
19548,24201_942_G1_3,26 25
19549,27956_256_E11_1,25
19550,27956_256_E11_2,25
19551,27956_257_E11_1,25
19552,27956_257_E11_2,25
19553,27956_255_E11_1,25
19554,27956_255_E11_2,25
19555,28069_285_B11_1,25 5
19556,28069_285_B11_2,25 5
19557,28069_286_B11_1,25 5
19558,28069_286_B11_2,25 5
19559,28069_284_B11_1,25 5
19560,28069_284_B11_2,25 5
19561,51594_1003_H3_1,0
19562,51594_1003_H3_2,0
19563,51594_1000_H3_1,0
19564,51594_1000_H3_2,0
19565,2467_80_D7_1,25 0
19566,2467_80_D7_2,25 0
19567,2467_81_D7_1,25 0
19568,2467_81_D7_2,25 0
19569,2467_79_D7_1,25 0
19570,2467_79_D7_2,25 0
19571,38484_435_F1_2,23 21
19572,38484_435_F1_4,23 21
19573,38484_448_F1_2,23 21
19574,38484_448_F1_3,23 21
19575,38484_445_F1_3,23 21
19576,38484_445_F1_4,23 21
19577,38485_435_A3_1,23 21
19578,38485_435_A3_2,23 21
19579,38485_448_A3_1,23 21
19580,38485_448_A3_4,23 21
19581,38485_445_A3_1,23 21
19582,38485_445_A3_2,23 21
19583,9142_100_C8_1,25 7
19584,9142_100_C8_2,25 7
19585,9142_101_C8_1,25 7
19586,9142_101_C8_2,25 7
19587,9142_82_C8_1,25 7
19588,9142_82_C8_2,25 7
19589,18873_116_F2_1,7
19590,18873_116_F2_2,7
19591,18873_117_F2_1,7
19592,18873_117_F2_2,7
19593,18873_115_F2_1,7
19594,18873_115_F2_2,7
19595,38535_540_D12_1,23
19596,38535_540_D12_2,23
19597,38535_860_D9_1,23
19598,38535_860_D9_2,23
19599,38535_553_D12_1,23
19600,38535_553_D12_2,23
19601,38535_680_H6_1,23
19602,38535_680_H6_2,23
19603,38568_475_G7_2,25 21
19604,38568_475_G7_3,25 21
19605,38568_479_G7_1,25 21
19606,38568_479_G7_2,25 21
19607,38568_477_G7_1,25 21
19608,38568_477_G7_2,25 21
19609,40348_413_B10_1,23
19610,40348_413_B10_2,23
19611,40348_417_B10_1,23
19612,40348_417_B10_2,23
19613,40348_420_B10_1,23
19614,40348_420_B10_3,23
19615,43932_899_D6_1,23
19616,43932_899_D6_2,23
19617,43932_776_D6_1,23
19618,43932_776_D6_2,23
19619,43932_789_D6_1,23
19620,43932_789_D6_2,23
19621,37816_423_B9_1,5
19622,37816_423_B9_2,5
19623,37816_422_B9_1,5
19624,37816_422_B9_2,5
19625,37816_426_B9_1,5
19626,37816_426_B9_2,5
19627,2383_14_G10_1,25
19628,2383_14_G10_2,25
19629,2383_13_G10_1,25
19630,2383_13_G10_2,25
19631,2383_16_G10_1,25
19632,2383_16_G10_2,25
19633,2384_14_H10_1,25
19634,2384_14_H10_2,25
19635,2384_13_H10_1,25
19636,2384_13_H10_2,25
19637,2384_16_H10_1,25
19638,2384_16_H10_2,25
19639,2507_204_A2_1,21
19640,2507_204_A2_2,21
19641,2507_205_A2_1,21
19642,2507_205_A2_2,21
19643,2507_203_A2_1,21
19644,2507_203_A2_2,21
19645,7234_10_B9_1,21
19646,7234_10_B9_2,21
19647,7234_15_B9_1,21
19648,7234_15_B9_2,21
19649,50695_764_G12_1,23
19650,50695_764_G12_2,23
19651,50695_716_G12_1,23
19652,50695_716_G12_2,23
19653,50695_719_G12_1,23
19654,50695_719_G12_2,23
19655,38434_435_D4_1,25 0
19656,38434_435_D4_2,25 0
19657,38434_448_D4_1,25 0
19658,38434_448_D4_2,25 0
19659,38435_435_E4_1,25 0
19660,38435_435_E4_2,25 0
19661,38435_1177_D1_3,25 0
19662,38435_1177_D1_4,25 0
19663,38435_448_E4_1,25 0
19664,38435_448_E4_2,25 0
19665,1923_36_G1_1,0
19666,1923_36_G1_2,0
19667,1923_1032_D9_1,0
19668,1923_1032_D9_2,0
19669,1923_35_G1_1,0
19670,1923_35_G1_2,0
19671,76406_1712_B10_32,6 0
19672,76406_1712_B10_33,6 0
19673,76406_1692_A12_13_cr57d15aaac6360,6 0
19674,76406_1692_A12_22_cr57d15ab1316e7,6 0
19675,60227_1117_E2_1,26 25 18
19676,60227_1117_E2_5,26 25 18
19677,60227_1045_E6_1,26 25 18
19678,60227_1045_E6_2,26 25 18
19679,60227_1772_B5_4,26 25 18
19680,60227_1772_B5_6,26 25 18
19681,62757_1715_C3_13_cr57fd1065db749,26 25 18
19682,62757_1715_C3_28_cr57fd1077b25da,26 25 18
19683,62757_1286_G3_2,26 25 18
19684,62757_1286_G3_3,26 25 18
19685,5985_1124_A11_1,6
19686,5985_1124_A11_2,6
19687,5985_111_G2_1,6
19688,5985_111_G2_2,6
19689,50217_747_A7_6,25
19690,50217_747_A7_7,25
19691,50217_713_A7_5,25
19692,50217_713_A7_6,25
19693,74810_1501_G6_1,0
19694,74810_1501_G6_2,0
19695,74810_1475_E3_2,0
19696,74810_1475_E3_6,0
19697,74810_1522_G6_2,0
19698,74810_1522_G6_4,0
19699,18524_150_D5_1,23
19700,18524_150_D5_2,23
19701,18524_151_D5_1,23
19702,18524_151_D5_2,23
19703,18524_149_D5_1,23
19704,18524_149_D5_2,23
19705,38742_471_D3_1,23
19706,38742_471_D3_2,23
19707,38742_412_D3_2,23
19708,38742_412_D3_3,23
19709,38742_419_D3_3,23
19710,38742_419_D3_4,23
19711,72803_1348_D9_1,6
19712,72803_1348_D9_2,6
19713,72803_1349_D9_2,6
19714,72803_1349_D9_4,6
19715,72803_1350_D9_1,6
19716,72803_1350_D9_2,6
19717,4637_651_A9_1,0
19718,4637_651_A9_2,0
19719,4637_652_A9_1,0
19720,4637_652_A9_2,0
19721,4637_656_A9_1,0
19722,4637_656_A9_3,0
19723,46660_748_F11_1,0
19724,46660_748_F11_2,0
19725,46660_896_F11_1,0
19726,46660_896_F11_2,0
19727,46660_728_F11_4,0
19728,46660_728_F11_5,0
19729,46660_696_F10_1,0
19730,46660_696_F10_2,0
19731,72091_1441_B4_1,6
19732,72091_1441_B4_2,6
19733,72091_1431_E11_1,6
19734,72091_1431_E11_2,6
19735,40512_413_H11_1,25 21
19736,40512_413_H11_2,25 21
19737,40512_417_H11_1,25 21
19738,40512_417_H11_3,25 21
19739,40512_420_H11_1,25 21
19740,40512_420_H11_2,25 21
19741,44220_813_F1_1,25 21
19742,44220_813_F1_2,25 21
19743,44220_758_F1_1,25 21
19744,44220_758_F1_2,25 21
19745,44220_754_F1_1,25 21
19746,44220_754_F1_2,25 21
19747,43695_512_B11_3,25 2 21
19748,43695_512_B11_7,25 2 21
19749,43695_498_B11_1,25 2 21
19750,43695_498_B11_2,25 2 21
19751,43695_501_B11_1,25 2 21
19752,43695_501_B11_2,25 2 21
19753,1924_36_H1_1,25 21
19754,1924_36_H1_2,25 21
19755,1924_35_H1_1,25 21
19756,1924_35_H1_2,25 21
19757,1924_37_H1_1,25 21
19758,1924_37_H1_2,25 21
19759,38426_440_B7_2,24 25 5 0
19760,38426_440_B7_3,24 25 5 0
19761,38426_433_B7_2,24 25 5 0
19762,38426_433_B7_3,24 25 5 0
19763,38426_428_B7_2,24 25 5 0
19764,38426_428_B7_3,24 25 5 0
19765,24322_196_B9_2,0
19766,24322_196_B9_1,0
19767,24322_197_B9_1,0
19768,24322_197_B9_2,0
19769,24322_195_B9_1,0
19770,24322_195_B9_2,0
19771,67437_1284_D7_1,0
19772,67437_1284_D7_2,0
19773,67437_1263_B6_1,0
19774,67437_1263_B6_2,0
19775,67437_1270_B6_1,0
19776,67437_1270_B6_2,0
19777,49487_733_B5_1,23 2
19778,49487_733_B5_2,23 2
19779,49487_721_B5_1,23 2
19780,49487_721_B5_2,23 2
19781,49487_727_B5_1,23 2
19782,49487_727_B5_2,23 2
19783,58870_1043_G12_2,7 21
19784,58870_1043_G12_6,7 21
19785,58870_1218_D3_2,7 21
19786,58870_1218_D3_3,7 21
19787,58870_1671_H11_1,7 21
19788,58870_1671_H11_6,7 21
19789,39746_425_A9_1,19 25
19790,39746_425_A9_2,19 25
19791,39746_421_A9_1,19 25
19792,39746_421_A9_2,19 25
19793,39746_427_A9_2,19 25
19794,39746_427_A9_3,19 25
19795,14273_160_G12_1,25 0
19796,14273_160_G12_2,25 0
19797,14273_107_G12_1,25 0
19798,14273_107_G12_2,25 0
19799,14273_105_G12_1,25 0
19800,14273_105_G12_2,25 0
19801,32140_592_B10_3,23
19802,32140_592_B10_4,23
19803,32140_582_B10_1,23
19804,32140_582_B10_2,23
19805,32140_595_B10_3,23
19806,32140_595_B10_4,23
19807,19914_1687_F9_1,4
19808,19914_1687_F9_2,4
19809,19914_1606_G7_2,4
19810,19914_1606_G7_3,4
19811,19914_1614_G7_1,4
19812,19914_1614_G7_3,4
19813,17389_144_E7_1,25
19814,17389_144_E7_2,25
19815,17389_145_E7_1,25
19816,17389_145_E7_2,25
19817,17389_143_E7_1,25
19818,17389_143_E7_2,25
19819,1554_60_H7_1,25
19820,1554_60_H7_2,25
19821,1554_59_H7_1,25
19822,1554_59_H7_2,25
19823,1554_61_H7_1,25
19824,1554_61_H7_2,25
19825,1520_30_B6_1,23
19826,1520_30_B6_2,23
19827,1520_1_G7_1,23
19828,1520_1_G7_2,23
19829,1520_3_G7_1,23
19830,1520_3_G7_2,23
19831,1528_30_H6_1,23
19832,1528_30_H6_2,23
19833,1528_29_H6_1,23
19834,1528_29_H6_2,23
19835,1528_3_G8_1,23
19836,1528_3_G8_2,23
19837,38672_540_F12_1,25 0
19838,38672_540_F12_2,25 0
19839,38672_860_A9_1,25 0
19840,38672_860_A9_2,25 0
19841,38672_553_F12_1,25 0
19842,38672_553_F12_2,25 0
19843,38673_437_F12_1,25 0
19844,38673_437_F12_3,25 0
19845,38673_443_F12_1,25 0
19846,38673_443_F12_2,25 0
19847,38673_431_F12_2,25 0
19848,38673_431_F12_3,25 0
19849,55426_1363_D1_1,0
19850,55426_1363_D1_2,0
19851,55426_1395_E11_1,0
19852,55426_1395_E11_2,0
19853,55426_1353_D1_5,0
19854,55426_1353_D1_6,0
19855,19762_1039_C2_1,0
19856,19762_1039_C2_2,0
19857,19762_1423_A2_1,0
19858,19762_1423_A2_2,0
19859,19762_1037_C2_1,0
19860,19762_1037_C2_3,0
19861,19762_930_F4_1,0
19862,19762_930_F4_3,0
19863,40070_415_G10_1,25 4 3
19864,40070_415_G10_2,25 4 3
19865,40070_411_G10_1,25 4 3
19866,40070_411_G10_2,25 4 3
19867,40070_416_G10_2,25 4 3
19868,40070_416_G10_3,25 4 3
19869,48183_800_A11_1,25 4 3
19870,48183_800_A11_2,25 4 3
19871,41691_1161_C1_2,0
19872,41691_1161_C1_3,0
19873,1605_21_G9_1,25
19874,1605_21_G9_2,25
19875,1605_20_G9_1,25
19876,1605_20_G9_2,25
19877,1605_22_G9_1,25
19878,1605_22_G9_2,25
19879,61517_1135_D6_3,23
19880,61517_1135_D6_4,23
19881,61517_1176_E6_1,23
19882,61517_1176_E6_4,23
19883,61517_1101_D6_1,23
19884,61517_1101_D6_2,23
19885,9460_991_G2_1,25 0
19886,9460_991_G2_2,25 0
19887,65172_1151_H2_5,25 0
19888,65172_1151_H2_6,25 0
19889,65172_1154_H2_1,25 0
19890,65172_1154_H2_2,25 0
19891,68903_1609_F8_2,25 0
19892,68903_1609_F8_3,25 0
19893,68903_1634_F8_2,25 0
19894,68903_1634_F8_4,25 0
19895,58777_1259_D12_4,0
19896,58777_1259_D12_5,0
19897,58777_1135_G8_1,0
19898,58777_1135_G8_3,0
19899,58777_1101_G8_1,0
19900,58777_1101_G8_2,0
19901,19095_181_A1_1,25 21
19902,19095_181_A1_2,25 21
19903,19095_182_A1_1,25 21
19904,19095_182_A1_2,25 21
19905,19095_180_A1_1,25 21
19906,19095_180_A1_2,25 21
19907,8399_75_D10_1,25 0
19908,8399_75_D10_2,25 0
19909,8399_1033_H6_1,25 0
19910,8399_1033_H6_3,25 0
19911,8399_76_D10_1,25 0
19912,8399_76_D10_2,25 0
19913,17017_175_E7_1,25 0
19914,17017_175_E7_2,25 0
19915,17017_174_E7_1,25 0
19916,17017_174_E7_2,25 0
19917,1600_63_E2_1,23 0
19918,1600_63_E2_2,23 0
19919,1600_62_E2_1,23 0
19920,1600_62_E2_2,23 0
19921,1600_93_E2_1,23 0
19922,1600_93_E2_2,23 0
19923,38664_570_F9_1,16 6 0
19924,38664_570_F9_2,16 6 0
19925,38664_565_F9_1,16 6 0
19926,38664_565_F9_2,16 6 0
19927,38664_584_F9_1,16 6 0
19928,38664_584_F9_2,16 6 0
19929,17832_623_A11_1,25 2
19930,17832_623_A11_2,25 2
19931,17832_620_A11_3,25 2
19932,17832_620_A11_4,25 2
19933,17832_627_A11_1,25 2
19934,17832_627_A11_2,25 2
19935,6550_80_E9_1,0
19936,6550_80_E9_2,0
19937,6550_81_E9_1,0
19938,6550_81_E9_2,0
19939,6550_79_E9_1,0
19940,6550_79_E9_2,0
19941,39764_473_H1_2,25 4
19942,39764_473_H1_4,25 4
19943,39764_470_H1_1,25 4
19944,39764_470_H1_3,25 4
19945,39764_468_H1_1,25 4
19946,39764_468_H1_2,25 4
19947,39748_427_D9_1,25
19948,39748_427_D9_2,25
19949,5483_35_E6_1,0
19950,5483_35_E6_2,0
19951,5483_37_E6_1,0
19952,5483_37_E6_2,0
19953,7955_45_A11_1,7
19954,7955_45_A11_2,7
19955,7955_44_A11_1,7
19956,7955_44_A11_2,7
19957,7955_46_A11_1,7
19958,7955_46_A11_2,7
19959,7956_45_B11_1,7
19960,7956_45_B11_2,7
19961,7956_44_B11_1,7
19962,7956_44_B11_2,7
19963,7956_46_B11_1,7
19964,7956_46_B11_2,7
19965,20326_222_F8_3,0
19966,20326_222_F8_4,0
19967,20326_248_F8_1,0
19968,20326_248_F8_2,0
19969,20326_221_F8_1,0
19970,20326_221_F8_2,0
19971,43738_512_B7_1,25 23 0
19972,43738_512_B7_3,25 23 0
19973,43738_498_B7_1,25 23 0
19974,43738_498_B7_2,25 23 0
19975,43738_501_B7_1,25 23 0
19976,43738_501_B7_2,25 23 0
19977,39322_523_F11_1,25 7
19978,39322_523_F11_3,25 7
19979,39322_517_F11_1,25 7
19980,39322_517_F11_4,25 7
19981,39322_520_F11_1,25 7
19982,39322_520_F11_3,25 7
19983,26202_659_E9_1,7
19984,26202_659_E9_4,7
19985,26202_653_E9_1,7
19986,26202_653_E9_2,7
19987,26202_658_E9_1,7
19988,26202_658_E9_3,7
19989,61617_1112_A7_4,7
19990,61617_1112_A7_5,7
19991,61617_1766_D5_1,7
19992,61617_1766_D5_3,7
19993,61617_1116_A7_1,7
19994,61617_1116_A7_2,7
19995,40306_990_F10_1,5 0
19996,40306_990_F10_2,5 0
19997,40306_417_A4_1,5 0
19998,40306_417_A4_2,5 0
19999,40306_420_A4_2,5 0
20000,40306_420_A4_3,5 0
20001,57648_991_D9_16,0
20002,57648_991_D9_17,0
20003,57648_1208_H11_3,0
20004,57648_1208_H11_4,0
20005,57648_983_D9_1,0
20006,57648_983_D9_2,0
20007,68833_1332_A12_1,0
20008,68833_1332_A12_2,0
20009,68833_1510_A7_1,0
20010,68833_1510_A7_2,0
20011,68833_1358_A12_4,0
20012,68833_1358_A12_6,0
20013,41253_836_F2_1,25 0 21
20014,41253_836_F2_2,25 0 21
20015,41253_857_E10_1,25 0 21
20016,41253_857_E10_2,25 0 21
20017,41253_847_E10_1,25 0 21
20018,41253_847_E10_2,25 0 21
20019,41372_460_E2_1,25 0 21
20020,41372_460_E2_2,25 0 21
20021,41372_465_E2_1,25 0 21
20022,41372_465_E2_2,25 0 21
20023,41372_467_E2_1,25 0 21
20024,41372_467_E2_2,25 0 21
20025,45947_748_G9_1,25 0
20026,45947_748_G9_2,25 0
20027,45947_896_G9_1,25 0
20028,45947_896_G9_2,25 0
20029,45947_728_G9_3,25 0
20030,45947_728_G9_8,25 0
20031,75664_1762_G4_4,27
20032,75664_1762_G4_5,27
20033,75664_1751_A7_31,27
20034,75664_1751_A7_32,27
20035,41650_487_C5_1,22 25 21
20036,41650_487_C5_2,22 25 21
20037,41650_1081_E9_1,22 25 21
20038,41650_1081_E9_2,22 25 21
20039,41650_491_C5_2,22 25 21
20040,41650_491_C5_4,22 25 21
20041,18584_971_G6_1,25
20042,18584_971_G6_2,25
20043,18584_924_G6_1,25
20044,18584_924_G6_2,25
20045,4844_1401_D2_1,0
20046,4844_1401_D2_3,0
20047,4844_1509_G8_1,0
20048,4844_1509_G8_3,0
20049,4844_1158_D2_1,0
20050,4844_1158_D2_2,0
20051,49509_812_F11_1,25
20052,49509_812_F11_2,25
20053,49509_715_F11_1,25
20054,49509_715_F11_2,25
20055,49509_725_F11_3,25
20056,49509_725_F11_4,25
20057,49509_694_F10_1,25
20058,49509_694_F10_2,25
20059,39962_1276_H6_4,25 2
20060,39962_1276_H6_5,25 2
20061,39962_1003_H6_1,25 2
20062,39962_1003_H6_2,25 2
20063,39962_1000_H6_1,25 2
20064,39962_1000_H6_2,25 2
20065,44101_527_G9_1,25 2
20066,44101_527_G9_2,25 2
20067,44101_529_G9_1,25 2
20068,44101_529_G9_2,25 2
20069,44101_522_G9_1,25 2
20070,44101_522_G9_2,25 2
20071,41740_547_B12_1,0
20072,41740_547_B12_2,0
20073,41740_1778_D4_4,0
20074,41740_1778_D4_5,0
20075,41740_532_B12_1,0
20076,41740_532_B12_2,0
20077,4617_652_D5_3,0
20078,4617_652_D5_4,0
20079,4617_656_D5_1,0
20080,4617_656_D5_2,0
20081,47740_714_B3_1,0
20082,47740_714_B3_3,0
20083,47740_713_B3_2,0
20084,47740_713_B3_3,0
20085,14484_201_B6_1,0
20086,14484_201_B6_2,0
20087,14484_202_B6_1,0
20088,14484_202_B6_2,0
20089,14484_118_C8_1,0
20090,14484_118_C8_2,0
20091,14485_201_D6_1,0
20092,14485_201_D6_20,0
20093,14485_120_G9_1,0
20094,14485_120_G9_2,0
20095,14485_118_G9_1,0
20096,14485_118_G9_2,0
20097,41037_475_G5_1,0
20098,41037_475_G5_3,0
20099,41037_479_G5_1,0
20100,41037_479_G5_3,0
20101,41037_477_G5_1,0
20102,41037_477_G5_2,0
20103,38189_852_G3_3,25
20104,38189_852_G3_4,25
20105,38189_830_G3_1,25
20106,38189_830_G3_2,25
20107,38189_822_D8_1,25
20108,38189_822_D8_2,25
20109,42395_487_A4_1,25
20110,42395_487_A4_2,25
20111,42395_1044_A1_1,25
20112,42395_1044_A1_2,25
20113,39772_460_E8_2,25 21
20114,39772_460_E8_3,25 21
20115,39772_465_E8_1,25 21
20116,39772_465_E8_2,25 21
20117,39772_467_E8_3,25 21
20118,39772_467_E8_6,25 21
20119,40043_571_E8_1,25 21
20120,40043_571_E8_2,25 21
20121,40043_542_E8_1,25 21
20122,40043_542_E8_2,25 21
20123,40043_544_E8_1,25 21
20124,40043_544_E8_2,25 21
20125,55748_878_C3_1,25 7 0
20126,55748_878_C3_2,25 7 0
20127,55748_873_C3_3,25 7 0
20128,55748_873_C3_5,25 7 0
20129,55748_879_G8_1,25 7 0
20130,55748_879_G8_2,25 7 0
20131,55748_926_G12_3,25 7 0
20132,55748_926_G12_4,25 7 0
20133,69053_1471_E12_1,25 7 0
20134,69053_1471_E12_2,25 7 0
20135,69053_1403_G7_2,25 7 0
20136,69053_1403_G7_3,25 7 0
20137,69053_1398_G7_2,25 7 0
20138,69053_1398_G7_3,25 7 0
20139,41594_539_E4_3,19 25
20140,41594_539_E4_6,19 25
20141,41594_534_E4_1,19 25
